command	kind	mode	codepoint	name	meaning	role	font	katex	source	note
\otherpi	symbol	math	U+03C0	otherpi		ID		\pi	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \otherpi
\otherpsi	symbol	math	U+03C8	otherpsi		ID		\psi	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \otherpsi
\otherrho	symbol	math	U+03C1	otherrho		ID		\rho	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \otherrho
\othersigma	symbol	math	U+03C3	othersigma		ID		\sigma	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \othersigma
\othertau	symbol	math	U+03C4	othertau		ID		\tau	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \othertau
\othertheta	symbol	math	U+03B8	othertheta		ID		\theta	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \othertheta
\otherupsilon	symbol	math	U+03C5	otherupsilon		ID		\upsilon	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \otherupsilon
\othervarepsilon	symbol	math	U+03B5	othervarepsilon		ID		\varepsilon	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \othervarepsilon
\othervarphi	symbol	math	U+03C6	othervarphi		ID		\varphi	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \othervarphi
\othervarpi	symbol	math	U+03D6	othervarpi		ID		\varpi	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \othervarpi
\othervarrho	symbol	math	U+03F1	othervarrho		ID		\varrho	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \othervarrho
\othervarsigma	symbol	math	U+03C2	othervarsigma		ID		\varsigma	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \othervarsigma
\othervartheta	symbol	math	U+03D1	othervartheta		ID		\vartheta	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \othervartheta
\otherxi	symbol	math	U+03BE	otherxi		ID		\xi	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \otherxi
\otherzeta	symbol	math	U+03B6	otherzeta		ID		\zeta	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \otherzeta
\partial	symbol	math	U+2202	partial	partial-differential	ID		\partial	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \partial
\partialsl	symbol	math	U+2202	partialsl	partial-differential	ID		\partial	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \partialsl
\partialup	symbol	math	U+2202	partialup	partial-differential	ID		\partial	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \partialup
\phi	symbol	math	U+03D5	phi		ID		\phi	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \phi
\phisl	symbol	math	U+03D5	phisl		ID		\phi	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \phisl
\phiup	symbol	math	U+03D5	phiup		ID		\phi	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \phiup
\pi	symbol	math	U+03C0	pi		ID		\pi	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \pi
\pisl	symbol	math	U+03C0	pisl		ID		\pi	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \pisl
\pitchfork	symbol	math	U+22D4	pitchfork	proper-intersection	RELOP		\pitchfork	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \pitchfork
\piup	symbol	math	U+03C0	piup		ID		\pi	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \piup
\precapprox	symbol	math	U+2AB7	precapprox	precedes-or-approximately-equals	RELOP		\precapprox	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \precapprox
\preccurlyeq	symbol	math	U+227C	preccurlyeq	precedes-or-equals	RELOP		\preccurlyeq	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \preccurlyeq
\preceqq	symbol	math	U+2AB3	preceqq	precedes-or-equals	RELOP			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \preceqq
\precnapprox	symbol	math	U+2AB9	precnapprox	precedes-and-not-approximately-equals	RELOP		\precnapprox	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \precnapprox
\precneqq	symbol	math	U+2AB5	precneqq	precedes-and-not-equals	RELOP		\precneqq	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \precneqq
\precnsim	symbol	math	U+22E8	precnsim	precedes-and-not-equivalent-to	RELOP		\precnsim	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \precnsim
\precsim	symbol	math	U+227E	precsim	precedes-or-equivalent-to	RELOP		\precsim	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \precsim
\prodop	symbol	math	U+220F	prodop	product	OPFUNCTION		\prod	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathop; codepoint from extract \prodop
\psi	symbol	math	U+03C8	psi		ID		\psi	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \psi
\psisl	symbol	math	U+03C8	psisl		ID		\psi	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \psisl
\psiup	symbol	math	U+03C8	psiup		ID		\psi	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \psiup
\rJoin	symbol	math	U+22CA	rJoin	right-normal-factor-semidirect-product	RELOP		\rtimes	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \rJoin
\rhd	symbol	math	U+22B3	rhd	contains-as-subgroup	BINOP		\rhd	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathbin; codepoint from extract \rhd
\rho	symbol	math	U+03C1	rho		ID		\rho	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \rho
\rhosl	symbol	math	U+03C1	rhosl		ID		\rho	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \rhosl
\rhoup	symbol	math	U+03C1	rhoup		ID		\rho	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \rhoup
\rightarrowtail	symbol	math	U+21A3	rightarrowtail		RELOP		\rightarrowtail	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \rightarrowtail
\rightleftarrows	symbol	math	U+21C4	rightleftarrows		RELOP		\rightleftarrows	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \rightleftarrows
\rightleftharpoons	symbol	math	U+21CC	rightleftharpoons		RELOP		\rightleftharpoons	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \rightleftharpoons
\rightrightarrows	symbol	math	U+21C9	rightrightarrows		RELOP		\rightrightarrows	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \rightrightarrows
\rightsquigarrow	symbol	math	U+219D	rightsquigarrow		RELOP		\rightsquigarrow	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \rightsquigarrow
\rightthreetimes	symbol	math	U+22CC	rightthreetimes	right-semidirect-product	BINOP		\rightthreetimes	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathbin; codepoint from extract \rightthreetimes
\risingdotseq	symbol	math	U+2253	risingdotseq	image-of-or-approximately-equals	RELOP		\risingdotseq	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \risingdotseq
\rtimes	symbol	math	U+22CA	rtimes	right-normal-factor-semidirect-product	BINOP		\rtimes	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathbin; codepoint from extract \rtimes
\shortmid	symbol	math	U+2223	shortmid	divides	RELOP		\shortmid	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \shortmid
\shortparallel	symbol	math	U+2225	shortparallel	parallel-to	RELOP		\shortparallel	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \shortparallel
\sigma	symbol	math	U+03C3	sigma		ID		\sigma	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \sigma
\sigmasl	symbol	math	U+03C3	sigmasl		ID		\sigma	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \sigmasl
\sigmaup	symbol	math	U+03C3	sigmaup		ID		\sigma	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \sigmaup
\smallfrown	symbol	math	U+2322	smallfrown		RELOP		\smallfrown	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \smallfrown
\smallsetminus	symbol	math	U+2216	smallsetminus	set-minus	BINOP		\smallsetminus	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathbin; codepoint from extract \smallsetminus
\smallsmile	symbol	math	U+2323	smallsmile		RELOP		\smallsmile	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \smallsmile
\sphericalangle	symbol	math	U+2222	sphericalangle		ID		\sphericalangle	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \sphericalangle
\sqintop	symbol	math	U+2A16	sqintop	square-contour-integral	OPFUNCTION			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathop; codepoint from extract \sqintop
\sqsubset	symbol	math	U+228F	sqsubset	square-image-of	RELOP		\sqsubset	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \sqsubset
\sqsupset	symbol	math	U+2290	sqsupset	square-original-of	RELOP		\sqsupset	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \sqsupset
\square	symbol	math	U+25A1	square		ID		\square	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \square
\strictfi	symbol	math	U+297C	strictfi		RELOP			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \strictfi
\strictif	symbol	math	U+297D	strictif		RELOP			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \strictif
\strictiff	symbol	math	U+297C U+297D	strictiff		RELOP			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \strictiff
\subseteqq	symbol	math	U+2AC5	subseteqq	subset-of-or-equals	RELOP		\subseteqq	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \subseteqq
\subsetneq	symbol	math	U+228A	subsetneq	subset-of-and-not-equals	RELOP		\subsetneq	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \subsetneq
\subsetneqq	symbol	math	U+2ACB	subsetneqq	subset-of-and-not-equals	RELOP		\subsetneqq	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \subsetneqq
\succapprox	symbol	math	U+2AB8	succapprox	succeeds-or-approximately-equals	RELOP		\succapprox	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \succapprox
\succcurlyeq	symbol	math	U+227D	succcurlyeq	succeeds-or-equals	RELOP		\succcurlyeq	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \succcurlyeq
\succeqq	symbol	math	U+2AB4	succeqq	succeeds-or-equals	RELOP			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \succeqq
\succnapprox	symbol	math	U+2ABA	succnapprox	succeeds-and-not-approximately-equals	RELOP		\succnapprox	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \succnapprox
\succneqq	symbol	math	U+2AB6	succneqq	succeeds-and-not-equals	RELOP		\succneqq	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \succneqq
\succnsim	symbol	math	U+22E9	succnsim	succeeds-and-not-equivalent-to	RELOP		\succnsim	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \succnsim
\succsim	symbol	math	U+227F	succsim	succeeds-or-equivalent-to	RELOP		\succsim	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \succsim
\sumop	symbol	math	U+2211	sumop	sum	OPFUNCTION		\sum	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathop; codepoint from extract \sumop
\supseteqq	symbol	math	U+2AC6	supseteqq	superset-of-or-equals	RELOP		\supseteqq	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \supseteqq
\supsetneq	symbol	math	U+228B	supsetneq	superset-of-and-not-equals	RELOP		\supsetneq	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \supsetneq
\supsetneqq	symbol	math	U+2ACC	supsetneqq	superset-of-and-not-equals	RELOP		\supsetneqq	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \supsetneqq
\tau	symbol	math	U+03C4	tau		ID		\tau	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \tau
\tausl	symbol	math	U+03C4	tausl		ID		\tau	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \tausl
\tauup	symbol	math	U+03C4	tauup		ID		\tau	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \tauup
\therefore	symbol	math	U+2234	therefore	therefore	RELOP		\therefore	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \therefore
\theta	symbol	math	U+03B8	theta		ID		\theta	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \theta
\thetasl	symbol	math	U+03B8	thetasl		ID		\theta	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \thetasl
\thetaup	symbol	math	U+03B8	thetaup		ID		\theta	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \thetaup
\thickapprox	symbol	math	U+2248	thickapprox	approximately-equals	RELOP		\thickapprox	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \thickapprox
\thicksim	symbol	math	U+223C	thicksim		RELOP		\thicksim	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \thicksim
\triangledown	symbol	math	U+25BD	triangledown		ID		\triangledown	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \triangledown
\trianglelefteq	symbol	math	U+22B4	trianglelefteq		RELOP		\trianglelefteq	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \trianglelefteq
\triangleq	symbol	math	U+225C	triangleq		RELOP		\triangleq	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \triangleq
\trianglerighteq	symbol	math	U+22B5	trianglerighteq		RELOP		\trianglerighteq	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \trianglerighteq
\twoheadleftarrow	symbol	math	U+219E	twoheadleftarrow		RELOP		\twoheadleftarrow	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \twoheadleftarrow
\twoheadrightarrow	symbol	math	U+21A0	twoheadrightarrow		RELOP		\twoheadrightarrow	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \twoheadrightarrow
\unlhd	symbol	math	U+22B4	unlhd	subgroup-of-or-equals	BINOP		\unlhd	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathbin; codepoint from extract \unlhd
\unrhd	symbol	math	U+22B5	unrhd	contains-as-subgroup-or-equals	BINOP		\unrhd	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathbin; codepoint from extract \unrhd
\upharpoonleft	symbol	math	U+21BF	upharpoonleft		RELOP		\upharpoonleft	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \upharpoonleft
\upharpoonright	symbol	math	U+21BE	upharpoonright		RELOP		\upharpoonright	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \upharpoonright
\upsilon	symbol	math	U+03C5	upsilon		ID		\upsilon	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \upsilon
\upsilonsl	symbol	math	U+03C5	upsilonsl		ID		\upsilon	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \upsilonsl
\upsilonup	symbol	math	U+03C5	upsilonup		ID		\upsilon	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \upsilonup
\upuparrows	symbol	math	U+21C8	upuparrows		RELOP		\upuparrows	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \upuparrows
\vDash	symbol	math	U+22A8	vDash		RELOP		\vDash	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \vDash
\varDelta	symbol	math	U+0394	varDelta		ID		\varDelta	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \varDelta
\varGamma	symbol	math	U+0393	varGamma		ID		\varGamma	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \varGamma
\varLambda	symbol	math	U+039B	varLambda		ID		\varLambda	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \varLambda
\varOmega	symbol	math	U+03A9	varOmega		ID		\varOmega	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \varOmega
\varPhi	symbol	math	U+03A6	varPhi		ID		\varPhi	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \varPhi
\varPi	symbol	math	U+03A0	varPi		ID		\varPi	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \varPi
\varPsi	symbol	math	U+03A8	varPsi		ID		\varPsi	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \varPsi
\varSigma	symbol	math	U+03A3	varSigma		ID		\varSigma	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \varSigma
\varTheta	symbol	math	U+0398	varTheta		ID		\varTheta	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \varTheta
\varUpsilon	symbol	math	U+03A5	varUpsilon		ID		\varUpsilon	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \varUpsilon
\varXi	symbol	math	U+039E	varXi		ID		\varXi	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \varXi
\varclubsuit	symbol	math	U+2667	varclubsuit		ID			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \varclubsuit
\vardiamondsuit	symbol	math	U+2666	vardiamondsuit		ID			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \vardiamondsuit
\varemptyset	symbol	math	U+2205	varemptyset		ID			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord
\varepsilon	symbol	math	U+03B5	varepsilon		ID		\varepsilon	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \varepsilon
\varepsilonsl	symbol	math	U+03B5	varepsilonsl		ID		\varepsilon	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \varepsilonsl
\varepsilonup	symbol	math	U+03B5	varepsilonup		ID		\varepsilon	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \varepsilonup
\varheartsuit	symbol	math	U+2665	varheartsuit		ID			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \varheartsuit
\varkappa	symbol	math	U+03F0	varkappa		ID		\varkappa	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \varkappa
\varnothing	symbol	math	U+2205	varnothing	empty-set	ID		\varnothing	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \varnothing
\varoiiintclockwiseop	symbol	math	U+222D U+20D9	varoiiintclockwiseop	triple-clockwise-contour-integral	OPFUNCTION			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathop; codepoint from extract \varoiiintclockwiseop
\varoiiintctrclockwiseop	symbol	math	U+222D U+20DA	varoiiintctrclockwiseop	triple-counterclockwise-contour-integral	OPFUNCTION			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathop; codepoint from extract \varoiiintctrclockwiseop
\varoiintclockwiseop	symbol	math	U+222C U+20D9	varoiintclockwiseop	double-clockwise-contour-integral	OPFUNCTION			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathop; codepoint from extract \varoiintclockwiseop
\varoiintctrclockwiseop	symbol	math	U+222C U+20DA	varoiintctrclockwiseop	double-counterclockwise-contour-integral	OPFUNCTION			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathop; codepoint from extract \varoiintctrclockwiseop
\varointclockwiseop	symbol	math	U+2232	varointclockwiseop	clockwise-contour-integral	OPFUNCTION			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathop; codepoint from extract \varointclockwiseop
\varointctrclockwiseop	symbol	math	U+2233	varointctrclockwiseop	counter-clockwise-contour-integral	OPFUNCTION			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathop; codepoint from extract \varointctrclockwiseop
\varparallel	symbol	math	U+2AFD	varparallel		RELOP			lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \varparallel
\varphi	symbol	math	U+03C6	varphi		ID		\varphi	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \varphi
\varphisl	symbol	math	U+03C6	varphisl		ID		\varphi	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \varphisl
\varphiup	symbol	math	U+03C6	varphiup		ID		\varphi	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \varphiup
\varpi	symbol	math	U+03D6	varpi		ID		\varpi	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \varpi
\varpisl	symbol	math	U+03D6	varpisl		ID		\varpi	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \varpisl
\varpiup	symbol	math	U+03D6	varpiup		ID		\varpi	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \varpiup
\varpropto	symbol	math	U+221D	varpropto	proportional-to	RELOP		\varpropto	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathrel; codepoint from extract \varpropto
\varrho	symbol	math	U+03F1	varrho		ID		\varrho	lib-symb/kpfonts/tex/latex/kpfonts/kpfonts.sty	re@DeclareMathSymbol mathord; codepoint from extract \varrho
