command	kind	mode	codepoint	name	meaning	role	font	katex	source	note
\Pisymbol{pzd}{254}	text	text	U+27BE	Pisymbol-pzd-254					lib/LaTeXML/Package/pzd.fontmap.ltxml:18	fontmap pzd slot 254
\Pisymbol{pzd}{33}	text	text	U+2701	Pisymbol-pzd-33					lib/LaTeXML/Package/pzd.fontmap.ltxml:18	fontmap pzd slot 33
\Pisymbol{pzd}{34}	text	text	U+2702	Pisymbol-pzd-34					lib/LaTeXML/Package/pzd.fontmap.ltxml:18	fontmap pzd slot 34
\Pisymbol{pzd}{35}	text	text	U+2703	Pisymbol-pzd-35					lib/LaTeXML/Package/pzd.fontmap.ltxml:18	fontmap pzd slot 35
\Pisymbol{pzd}{36}	text	text	U+2704	Pisymbol-pzd-36					lib/LaTeXML/Package/pzd.fontmap.ltxml:18	fontmap pzd slot 36
\Pisymbol{pzd}{37}	text	text	U+260E	Pisymbol-pzd-37					lib/LaTeXML/Package/pzd.fontmap.ltxml:18	fontmap pzd slot 37
\Pisymbol{pzd}{38}	text	text	U+2706	Pisymbol-pzd-38					lib/LaTeXML/Package/pzd.fontmap.ltxml:18	fontmap pzd slot 38
\Pisymbol{pzd}{39}	text	text	U+2707	Pisymbol-pzd-39					lib/LaTeXML/Package/pzd.fontmap.ltxml:18	fontmap pzd slot 39
\Pisymbol{pzd}{40}	text	text	U+2708	Pisymbol-pzd-40					lib/LaTeXML/Package/pzd.fontmap.ltxml:18	fontmap pzd slot 40
\Pisymbol{pzd}{41}	text	text	U+2709	Pisymbol-pzd-41					lib/LaTeXML/Package/pzd.fontmap.ltxml:18	fontmap pzd slot 41
\Pisymbol{pzd}{42}	text	text	U+261B	Pisymbol-pzd-42					lib/LaTeXML/Package/pzd.fontmap.ltxml:18	fontmap pzd slot 42
\Pisymbol{pzd}{43}	text	text	U+261E	Pisymbol-pzd-43					lib/LaTeXML/Package/pzd.fontmap.ltxml:18	fontmap pzd slot 43
\Pisymbol{pzd}{44}	text	text	U+270C	Pisymbol-pzd-44					lib/LaTeXML/Package/pzd.fontmap.ltxml:18	fontmap pzd slot 44
\Pisymbol{pzd}{45}	text	text	U+270D	Pisymbol-pzd-45					lib/LaTeXML/Package/pzd.fontmap.ltxml:18	fontmap pzd slot 45
\Pisymbol{pzd}{46}	text	text	U+270E	Pisymbol-pzd-46					lib/LaTeXML/Package/pzd.fontmap.ltxml:18	fontmap pzd slot 46
\Pisymbol{pzd}{47}	text	text	U+270F	Pisymbol-pzd-47					lib/LaTeXML/Package/pzd.fontmap.ltxml:18	fontmap pzd slot 47
\Pisymbol{pzd}{48}	text	text	U+2710	Pisymbol-pzd-48					lib/LaTeXML/Package/pzd.fontmap.ltxml:18	fontmap pzd slot 48
\Pisymbol{pzd}{49}	text	text	U+2711	Pisymbol-pzd-49					lib/LaTeXML/Package/pzd.fontmap.ltxml:18	fontmap pzd slot 49
\Pisymbol{pzd}{50}	text	text	U+2712	Pisymbol-pzd-50					lib/LaTeXML/Package/pzd.fontmap.ltxml:18	fontmap pzd slot 50
